EVENT	HeLa_CNTRL	HeLa_CNTRL_A	HeLa_CNTRL_B	HeLa_CNTRL_C	HeLa_SON	HeLa_SON_A	HeLa_SON_B	HeLa_SON_C	HeLa_SRRM2	HeLa_SRRM2_A	HeLa_SRRM2_B	HeLa_SRRM2_C	HepG2_CNTRL	HepG2_CNTRL_A	HepG2_CNTRL_B	HepG2_CNTRL_C	HepG2_MARS	HepG2_MARS_Aa	HepG2_MARS_Ab	HepG2_MARS_Ba	HepG2_MARS_Bb	HepG2_MARS_Ca	HepG2_MARS_Cb	HepG2_RARS	HepG2_RARS_A	HepG2_RARS_B	HepG2_RARS_C	HepG2_SRRM2	HepG2_SRRM2_Aa	HepG2_SRRM2_Ab	HepG2_SRRM2_Ba	HepG2_SRRM2_Bb	HepG2_SRRM2_Ca	HepG2_SRRM2_Cb
PCGF3=HsaEX0045876	8.48	6.73	8.47	10.50	2.34	1.20	3.23	3.36	7.29	6.40	8.77	7.01	41.18	35.36	42.93	43.59	30.87	28.36	37.19	27.27	23.40	34.67	31.25	43.75	41.39	53.39	37.45	29.08	31.88	24.35	36.73	35.00	24.48	28.41
LMLN=HsaEX0036047	NA	NA	NA	NA	96.97	NA	NA	NA	85.29	NA	NA	NA	79.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	83.33	NA	NA	NA	81.13	NA	NA	NA	NA	NA	NA
SYN3=HsaEX0063125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	90.32	NA	100.00	91.30	95.74	NA	NA	NA	NA	NA	NA	75.76	NA	NA	NA	94.29	92.31	NA	NA	NA	NA	100.00
SYN3=HsaEX0063126	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	86.05	NA	NA	NA	100.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100.00	NA	NA	NA	NA	NA	NA
ADAMTSL5=HsaEX0002606	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100.00	100.00	100.00	100.00	92.00	NA	100.00	NA	NA	82.61	90.91	96.72	100.00	NA	NA	93.85	NA	NA	78.57	NA	100.00	100.00
SETD4=HsaEX0057472	19.67	21.49	18.78	18.18	17.61	15.84	16.02	20.51	22.33	19.75	24.84	22.47	36.32	29.87	40.54	38.89	30.77	NA	NA	NA	NA	30.23	21.57	47.27	31.51	57.50	52.24	31.87	NA	NA	NA	NA	NA	NA
SETD4=HsaEX0057473	67.78	80.81	72.16	51.81	69.26	68.64	70.54	68.72	80.99	89.37	70.54	82.87	52.88	45.54	62.71	42.45	47.95	NA	NA	NA	NA	NA	NA	58.06	49.61	61.36	61.51	50.67	NA	NA	NA	NA	NA	NA
GSAP=HsaEX0047660	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	95.48	94.27	94.84	97.75	84.68	87.64	NA	NA	91.18	100.00	74.74	92.38	97.43	88.09	92.83	99.28	100.00	100.00	92.95	100.00	100.00	100.00
PIP5K1C=HsaEX0047692	97.42	NA	100.00	100.00	86.48	100.00	NA	NA	84.10	NA	NA	79.03	80.58	77.09	82.12	81.91	78.37	90.19	68.44	82.49	72.41	74.69	83.33	75.83	76.67	71.37	84.87	84.09	71.31	80.15	91.74	82.49	87.50	95.05
PIP5K1C=HsaEX0047693	94.29	NA	NA	NA	69.70	NA	NA	NA	100.00	NA	NA	100.00	99.14	98.76	100.00	98.60	97.91	100.00	100.00	100.00	100.00	97.67	93.18	97.96	100.00	94.54	100.00	98.75	100.00	100.00	95.35	100.00	100.00	96.72
BCL9L=HsaEX0007926	85.48	77.27	86.67	94.29	85.83	95.74	83.33	77.27	71.43	70.73	63.16	78.72	77.03	93.20	71.19	68.85	79.02	72.22	NA	67.74	72.22	73.33	88.51	67.09	66.67	65.66	70.49	80.91	76.99	89.09	74.55	90.91	71.76	84.00
ZNRF1=HsaEX0074503	82.98	80.00	87.04	80.95	61.93	67.21	52.67	66.67	77.29	77.50	79.59	76.00	99.24	99.19	99.06	99.63	99.05	98.97	98.82	98.69	99.35	100.00	98.47	99.18	98.64	99.68	99.49	99.76	100.00	99.51	99.52	99.47	100.00	100.00
MKL2=HsaEX0039377	1.82	2.86	1.75	0.00	0.57	0.00	1.69	0.00	4.24	4.35	6.12	2.13	14.29	12.77	22.89	9.68	13.46	NA	NA	NA	NA	11.11	9.09	15.98	22.58	11.43	10.71	14.10	15.15	17.65	NA	NA	6.38	NA
MKL2=HsaEX0039378	84.78	NA	100.00	69.23	95.70	94.74	100.00	91.67	89.36	67.74	100.00	100.00	90.70	96.85	88.12	86.21	95.40	NA	NA	NA	NA	100.00	85.19	90.64	86.14	94.44	93.55	85.37	75.00	90.00	NA	NA	94.12	93.10
ZNF555=HsaEX0073923	95.45	NA	NA	NA	100.00	NA	NA	NA	100.00	NA	NA	NA	96.37	95.71	100.00	93.44	88.64	NA	NA	NA	NA	83.13	NA	90.74	87.90	91.67	93.22	91.85	100.00	93.94	NA	NA	84.23	NA
BACE1=HsaEX0007519	NA	NA	NA	NA	81.82	NA	NA	NA	91.11	NA	NA	NA	97.37	100.00	97.78	95.24	98.78	100.00	100.00	100.00	100.00	93.75	100.00	90.28	93.75	78.95	93.62	98.16	91.67	100.00	100.00	100.00	100.00	100.00
ARAP1=HsaEX0005273	99.84	99.53	100.00	100.00	72.82	69.49	66.20	81.61	99.41	99.41	100.00	98.98	99.88	100.00	99.67	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	99.83	100.00	100.00	99.37	99.72	99.12	100.00	100.00	99.05	100.00	100.00
ARAP1=HsaEX0005262	96.39	93.85	100.00	96.15	70.27	66.67	NA	79.31	94.56	94.59	92.59	96.43	99.15	100.00	98.66	98.60	99.15	97.58	98.61	100.00	97.37	100.00	100.00	97.93	100.00	97.51	95.35	99.30	100.00	95.79	100.00	100.00	100.00	100.00
ARAP1=HsaEX0005261	97.67	95.35	100.00	100.00	49.02	NA	NA	NA	88.06	NA	90.48	81.82	99.80	100.00	99.42	100.00	99.86	100.00	100.00	100.00	98.84	100.00	100.00	99.69	100.00	99.07	100.00	99.85	100.00	100.00	100.00	100.00	99.21	100.00
ARAP1=HsaEX0005270	100.00	100.00	100.00	100.00	86.31	74.27	90.63	92.95	98.96	100.00	100.00	97.61	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00
PDE2A=HsaEX0046192	98.43	97.94	100.00	97.59	88.71	81.82	91.67	90.70	98.94	96.67	100.00	100.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HYAL3=HsaEX0030749	NA	NA	NA	NA	NA	NA	NA	NA	85.71	NA	NA	NA	90.43	89.90	87.80	95.92	91.86	86.05	95.74	96.55	88.00	89.47	95.00	86.18	83.02	96.55	81.13	79.47	71.43	78.02	82.61	85.45	94.59	77.36
TPCN1=HsaEX0066620	94.12	92.86	100.00	90.91	60.00	NA	NA	NA	96.67	90.48	100.00	NA	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	99.46	97.44	100.00	100.00	100.00	100.00	100.00
TPCN1=HsaEX0066631	100.00	100.00	100.00	100.00	71.69	68.20	78.34	72.15	96.20	95.42	95.81	96.99	99.09	98.57	100.00	98.63	99.39	100.00	100.00	100.00	100.00	100.00	96.50	100.00	100.00	100.00	100.00	99.07	100.00	100.00	100.00	96.31	100.00	96.72
MAPT=HsaEX0037850	NA	NA	NA	NA	NA	NA	NA	NA	0.00	NA	NA	NA	13.07	13.90	13.92	10.89	6.07	5.60	3.20	7.89	5.26	6.58	8.45	13.42	13.10	16.18	10.81	25.20	30.02	28.78	28.76	21.13	16.95	27.78
PPARA=HsaEX0049274	13.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.49	9.32	18.89	11.11	9.32	2.33	8.57	2.13	0.00	17.50	12.20	11.39	5.45	16.07	15.25	9.34	17.24	5.00	2.70	8.33	7.69	11.11
ENTPD5=HsaEX1013170	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.96	11.44	11.76	5.34	12.43	14.71	14.75	2.78	23.81	11.54	11.86	8.02	7.49	10.74	6.35	16.22	20.00	6.06	NA	15.15	16.28	12.00
DYNC2H1=HsaEX0021303	100.00	100.00	NA	100.00	100.00	100.00	100.00	NA	100.00	100.00	100.00	100.00	100.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	82.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BCAM=HsaEX0007804	100.00	NA	100.00	NA	73.91	NA	NA	NA	100.00	NA	NA	NA	99.22	99.24	99.11	99.33	99.84	100.00	100.00	99.89	100.00	99.23	99.70	98.90	99.52	98.61	98.18	99.57	99.03	99.03	99.74	99.72	100.00	99.60
MAGI2=HsaEX0037277	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	76.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100.00	NA	NA	NA	82.61	NA	NA	NA	NA	NA	NA
PTMA=HsaEX1029954	14.05	17.77	11.73	12.77	9.15	11.91	5.91	9.49	12.68	11.52	7.63	16.78	8.29	10.15	NA	NA	32.23	NA	NA	NA	NA	NA	NA	20.87	18.43	NA	NA	NA	NA	NA	NA	NA	NA	NA
IFT140=HsaEX1017420	0.00	0.00	0.00	NA	3.13	NA	NA	NA	0.00	0.00	0.00	0.00	13.22	27.74	0.00	0.00	2.15	0.00	NA	0.00	NA	NA	0.00	3.97	0.00	5.75	8.34	7.02	NA	NA	NA	NA	0.00	13.32
DNAH17=HsaEX0020179	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	77.08	61.70	82.86	81.33	71.93	NA	NA	NA	NA	75.76	78.57	52.99	47.62	57.89	54.05	72.88	79.31	83.33	NA	NA	74.47	67.35
DNAH17=HsaEX0020171	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	93.33	100.00	86.67	94.87	92.45	NA	NA	NA	NA	79.31	100.00	96.80	100.00	91.92	100.00	100.00	100.00	100.00	100.00	NA	100.00	100.00
DNAH17=HsaEX0020165	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	86.43	91.78	81.71	89.73	74.44	NA	NA	NA	NA	NA	NA	85.69	78.29	96.39	83.27	96.04	90.22	NA	NA	NA	91.78	100.00
DNAH17=HsaEX6025128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	61.33	62.26	65.38	57.89	49.33	NA	NA	NA	NA	NA	NA	66.67	65.22	63.38	71.43	68.50	NA	60.00	NA	NA	79.31	81.25
FANCM=HsaEX0024843	92.11	90.48	86.21	100.00	95.35	NA	NA	NA	94.20	91.67	NA	100.00	87.20	100.00	72.09	89.47	100.00	NA	NA	NA	NA	100.00	100.00	98.20	100.00	94.74	100.00	96.88	NA	NA	NA	NA	NA	NA
CCDC157=HsaEX0013113	68.75	NA	NA	NA	22.04	NA	NA	NA	78.84	NA	NA	NA	74.06	NA	NA	NA	33.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PALM3=HsaEX0045310	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	58.27	53.33	54.55	71.43	80.53	92.00	NA	NA	NA	73.33	81.82	68.09	85.00	NA	NA	85.87	81.25	81.40	90.48	93.55	84.00	87.50
CPSF4L=HsaEX6024540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.32	15.79	17.07	23.08	12.15	3.03	NA	NA	NA	NA	NA	20.61	25.49	9.80	31.03	10.53	NA	NA	NA	NA	NA	NA
KLHL17=HsaEX0034771	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	82.22	89.19	80.00	79.31	92.75	NA	91.67	NA	100.00	79.31	100.00	64.47	60.00	60.00	70.15	87.78	88.89	90.00	NA	66.67	100.00	100.00
KLHL17=HsaEX0034772	73.68	64.00	80.49	NA	NA	NA	NA	NA	52.66	52.24	56.00	50.00	96.43	95.74	97.75	95.88	95.54	94.44	91.67	96.23	100.00	90.00	100.00	93.82	91.55	89.47	98.21	96.58	100.00	100.00	92.45	95.12	90.77	100.00
COL4A5=HsaEX0016561	5.56	NA	NA	NA	20.00	NA	NA	NA	23.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NHS=HsaEX0042882	87.83	89.19	87.10	87.23	94.23	100.00	94.12	88.57	79.44	78.95	84.62	76.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DCUN1D3=HsaEX0018787	24.89	NA	NA	NA	15.30	NA	10.23	11.73	22.59	NA	NA	NA	21.56	19.53	21.74	23.16	35.52	NA	30.75	37.91	35.33	34.66	45.53	19.36	25.13	18.22	15.80	19.24	13.26	17.41	24.33	14.64	26.05	32.85
HYKK=HsaEX0003134	69.70	NA	NA	NA	42.11	NA	NA	NA	57.89	NA	NA	68.00	96.04	93.75	100.00	92.00	94.33	77.78	92.31	100.00	NA	NA	100.00	94.83	90.24	95.24	100.00	95.85	95.83	96.36	90.00	100.00	100.00	92.86
FOCAD=HsaEX0034286	85.96	76.92	NA	NA	92.98	NA	NA	80.95	92.73	100.00	89.47	NA	97.12	98.02	98.41	95.00	97.33	NA	100.00	NA	100.00	100.00	88.24	98.12	100.00	98.28	95.60	97.69	95.56	100.00	NA	NA	100.00	95.12
C19orf54=HsaEX0010002	48.00	NA	NA	NA	NA	NA	NA	NA	44.68	NA	NA	NA	31.65	32.13	31.22	31.87	41.99	40.98	42.45	44.74	50.00	37.85	36.77	30.56	29.14	34.48	27.68	42.86	49.37	40.00	50.75	38.35	38.29	41.94
C19orf54=HsaEX1006185	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	82.53	74.56	82.06	95.28	91.19	92.82	74.24	100.00	93.82	88.04	100.00	94.87	96.19	96.89	89.75	90.40	100.00	91.32	88.31	87.65	79.96	92.32
C15orf52=HsaEX0009592	88.63	80.56	96.88	89.33	89.09	NA	NA	92.31	95.56	94.12	94.44	97.65	100.00	NA	100.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100.00	NA	100.00	NA	NA	NA	NA
ASAH2=HsaEX1004778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	89.02	90.62	85.96	90.70	80.95	NA	NA	NA	NA	NA	NA	92.86	96.15	100.00	81.82	82.61	NA	NA	NA	NA	NA	NA
TMEM120B=HsaEX0065421	71.43	NA	NA	NA	NA	NA	NA	NA	100.00	NA	NA	NA	98.87	98.18	98.57	100.00	98.93	100.00	100.00	100.00	100.00	94.12	100.00	95.80	97.40	94.12	95.68	97.60	96.46	97.78	96.00	100.00	100.00	95.84
FBF1=HsaEX0024989	98.98	100.00	NA	NA	42.11	40.91	29.03	NA	97.63	100.00	96.00	97.01	98.45	94.44	100.00	100.00	97.04	100.00	100.00	100.00	82.61	100.00	100.00	100.00	100.00	100.00	100.00	98.60	100.00	94.74	100.00	NA	NA	100.00
FBF1=HsaEX0024991	66.67	NA	NA	NA	90.48	NA	NA	NA	100.00	NA	NA	NA	100.00	100.00	100.00	100.00	100.00	NA	NA	NA	NA	NA	NA	100.00	100.00	100.00	NA	91.11	NA	NA	NA	NA	NA	NA
FAM120AOS=HsaEX0023861	16.52	15.51	17.58	16.60	21.47	21.05	22.20	21.29	14.61	14.92	14.57	14.44	38.36	35.28	40.00	38.86	42.30	46.76	44.83	43.48	47.75	35.05	40.89	34.69	35.70	35.86	32.70	41.01	41.28	38.11	37.35	44.91	43.04	42.18
NELFB=HsaEX6064275	99.50	98.57	100.00	100.00	78.57	81.40	77.57	76.56	100.00	100.00	100.00	100.00	99.70	100.00	99.85	99.21	99.82	100.00	99.58	99.41	100.00	100.00	100.00	99.86	100.00	100.00	99.47	99.54	99.35	100.00	99.66	99.64	99.63	98.97
ALKBH2=HsaEX0003740	23.21	23.77	20.79	25.50	7.56	7.24	7.42	8.02	19.72	20.38	14.54	22.57	67.63	67.63	71.19	63.53	67.04	60.15	66.16	64.02	77.19	70.12	64.37	70.12	72.11	68.93	69.35	70.48	66.58	71.50	70.00	69.09	71.04	76.89
NUGGC=HsaEX6080150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	91.60	82.98	100.00	94.87	87.65	NA	NA	NA	NA	NA	100.00	95.12	100.00	85.71	NA	97.26	100.00	89.74	100.00	NA	NA	100.00
ALKAL2=HsaEX0024054	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	76.00	83.33	73.33	71.43	75.51	NA	NA	NA	NA	NA	NA	85.19	91.30	NA	NA	79.55	85.19	NA	NA	NA	NA	NA
ZKSCAN3=HsaEX0072829	93.33	94.59	95.12	90.48	85.92	73.33	NA	NA	91.89	86.67	91.67	96.36	88.99	88.68	82.86	100.00	92.00	NA	NA	NA	NA	NA	NA	85.19	NA	NA	NA	87.23	82.61	90.91	NA	NA	89.47	NA
NEMP2=HsaEX0065669	100.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	99.29	100.00	97.65	100.00	90.22	NA	NA	NA	NA	77.80	NA	97.05	100.00	93.96	97.59	100.00	100.00	100.00	NA	NA	100.00	100.00
SYCP2=HsaEX0063091	52.03	NA	NA	NA	89.64	NA	NA	NA	40.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SYCP2=HsaEX0063095	90.48	NA	NA	NA	NA	NA	NA	NA	74.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF79=HsaEX0074375	11.85	12.65	7.91	16.43	4.30	2.54	2.30	8.95	20.18	NA	19.79	15.94	53.11	58.84	51.94	48.81	33.37	16.46	23.74	NA	NA	NA	NA	45.83	48.57	NA	43.10	40.58	55.67	NA	NA	NA	NA	NA
TMEM63A=HsaEX0065912	99.74	99.23	100.00	100.00	72.21	71.85	64.18	80.60	98.96	100.00	97.62	99.07	99.32	100.00	98.22	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00
ATP2A1=HsaEX0006866	NA	NA	NA	NA	2.13	0.00	NA	NA	7.69	NA	NA	NA	29.41	37.14	20.83	NA	12.00	NA	NA	NA	NA	NA	NA	13.11	17.39	4.55	18.75	28.00	NA	NA	NA	NA	NA	NA
ATP2A1=HsaEX0006867	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	50.88	NA	NA	NA	46.03	NA	NA	NA	NA	NA	NA	40.26	35.48	NA	NA	60.00	NA	NA	NA	NA	NA	NA
POM121=HsaEX1028869	16.22	16.22	14.68	18.00	11.26	NA	6.64	NA	9.22	7.81	8.43	11.13	NA	NA	NA	NA	NA	3.04	13.82	10.05	32.04	22.96	20.72	NA	NA	NA	NA	NA	18.95	7.69	9.09	28.45	NA	NA
ASB13=HsaEX0006196	17.17	23.81	15.15	8.33	14.29	17.39	16.67	7.14	9.52	11.11	6.67	11.11	4.15	5.34	5.38	1.82	3.00	1.59	2.08	2.44	0.00	2.27	7.69	1.81	1.40	2.48	1.89	3.00	5.36	2.86	1.10	4.00	4.00	0.00
NBPF4=HsaEX1025208	38.46	NA	27.27	41.46	67.50	72.73	78.38	NA	59.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NBPF4=HsaEX1025209	NA	NA	NA	NA	51.61	43.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF605=HsaEX0074024	28.85	33.33	NA	14.29	35.14	31.03	NA	NA	31.68	30.61	22.03	43.40	23.81	NA	NA	18.92	34.38	NA	NA	NA	NA	NA	NA	30.23	NA	15.38	37.50	54.55	NA	NA	NA	NA	NA	NA
NCOR2=HsaEX0042124	76.98	77.92	75.05	77.90	27.95	23.61	25.38	34.95	64.76	65.35	67.97	61.83	92.13	91.82	92.56	91.93	93.40	100.00	96.27	88.48	94.25	94.77	90.32	91.27	90.46	91.99	91.37	94.16	89.78	93.34	95.80	95.62	95.24	96.39
NCOR2=HsaEX0042126	34.78	NA	NA	NA	43.86	NA	NA	NA	38.27	17.24	NA	NA	41.30	31.30	50.40	42.86	43.82	NA	NA	NA	NA	33.33	39.53	37.07	41.18	25.86	47.83	47.66	60.00	42.37	NA	NA	45.00	62.50
MYO18A=HsaEX0041049	97.63	97.76	97.63	97.48	71.60	67.92	72.18	75.14	97.82	98.79	97.44	97.29	99.13	99.24	99.14	98.94	99.59	99.05	100.00	100.00	100.00	99.30	99.32	99.30	100.00	98.33	100.00	98.13	98.71	97.31	98.27	97.50	98.08	98.76
MAN2A2=HsaEX0037391	97.34	100.00	100.00	92.39	73.85	73.34	NA	71.82	95.40	96.78	100.00	91.07	97.73	98.97	97.62	96.93	99.41	100.00	100.00	100.00	100.00	97.79	100.00	98.97	100.00	98.13	98.99	99.36	98.31	100.00	97.55	100.00	100.00	100.00
SULF2=HsaEX0062864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	65.18	NA	NA	NA	80.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RABL6=HsaEX0011744	NA	33.33	NA	NA	NA	8.00	9.68	20.83	NA	17.65	20.00	18.75	1.57	NA	1.68	1.85	2.35	1.65	NA	NA	NA	2.91	NA	1.99	0.75	3.11	2.43	NA	1.14	1.00	NA	1.34	0.47	0.92
PDXDC2P=HsaEX1027627	75.16	75.53	76.13	73.72	75.33	74.63	77.82	73.95	74.01	74.35	74.33	73.53	87.17	89.44	85.69	86.38	90.29	94.18	87.44	89.61	84.57	90.67	91.97	87.67	83.94	91.43	89.10	88.99	84.25	93.40	81.78	86.99	94.80	88.41
ZNF512B=HsaEX0073829	6.77	NA	NA	NA	4.11	NA	NA	NA	3.26	NA	NA	NA	26.76	38.10	26.00	14.41	18.01	11.39	3.50	NA	NA	16.07	24.39	24.35	19.07	32.04	21.33	14.63	16.67	14.12	15.87	11.87	12.39	15.86
ADA=HsaEX0002242	62.50	43.07	83.18	64.87	14.91	11.15	8.75	22.93	54.59	48.42	43.67	67.18	97.83	100.00	95.40	100.00	94.17	100.00	100.00	85.53	83.87	NA	91.90	92.52	88.55	92.50	100.00	96.42	NA	100.00	100.00	87.89	94.74	100.00
LAMB3=HsaEX0035292	73.79	69.23	83.33	70.59	25.49	27.38	16.36	30.77	80.39	77.78	80.39	82.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LAMB3=HsaEX0035293	100.00	NA	NA	NA	61.11	NA	NA	NA	91.11	NA	NA	84.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARHGEF12=HsaEX0005617	18.75	15.32	16.39	26.44	29.05	31.53	31.91	24.59	17.85	20.63	18.87	14.05	21.63	18.31	26.10	21.51	23.53	33.33	13.04	NA	NA	25.42	21.21	20.30	18.58	17.15	27.27	19.80	8.00	16.19	NA	11.11	31.51	23.53
ARHGEF12=HsaEX0005618	58.92	60.35	58.62	57.94	62.64	60.82	64.29	63.27	59.18	58.08	68.29	54.86	70.37	74.65	68.06	68.00	75.93	NA	66.67	NA	51.72	83.02	75.84	74.92	74.62	71.84	78.74	78.92	81.65	76.15	NA	63.64	84.21	82.72
FLNA=HsaEX0025920	89.74	88.71	91.05	89.51	73.94	68.60	74.26	79.67	84.90	86.41	85.69	83.13	98.72	99.05	98.33	99.00	99.44	98.86	99.43	99.79	99.78	99.35	99.36	98.28	99.22	97.70	97.79	98.91	99.12	99.20	97.70	99.00	98.95	99.05
FLNA=HsaEX0025921	88.54	88.52	89.02	88.06	88.23	91.54	84.95	87.91	90.18	88.60	91.81	90.41	75.58	80.30	72.35	75.65	82.52	85.64	88.44	83.63	84.25	79.04	79.75	76.73	80.22	73.87	75.95	76.05	69.90	70.18	79.49	80.10	76.93	82.27
KIAA1671=HsaEX1018761	0.52	0.00	0.00	1.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	NA	NA	NA	NA	NA	NA	NA	15.79	11.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF720=HsaEX1045432	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	68.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRIM33=HsaEX0067095	81.32	84.15	77.11	82.61	89.54	89.42	90.11	89.16	80.08	76.05	85.62	79.25	62.35	59.76	66.43	60.00	44.09	42.86	35.05	40.97	48.41	42.22	54.55	61.48	60.54	63.31	60.27	51.74	46.46	52.54	56.42	54.84	51.47	48.66
ZNF517=HsaEX0073838	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	53.55	NA	NA	NA	60.01	NA	NA	NA	NA	NA	NA	41.50	NA	NA	NA	69.26	NA	NA	NA	NA	NA	NA
ADARB1=HsaEX0002635	67.59	66.02	69.82	67.11	72.10	67.80	72.66	76.62	71.22	70.39	71.35	71.87	60.00	59.22	65.96	53.45	64.52	40.91	NA	NA	90.48	77.36	67.12	51.19	45.45	56.19	53.54	72.45	70.37	80.00	80.00	71.43	68.00	67.74
HTT=HsaEX0030683	74.36	76.47	73.91	72.41	81.62	84.62	79.17	80.56	71.04	71.05	66.10	74.42	97.11	96.77	96.64	98.06	94.56	NA	NA	NA	90.00	95.56	91.84	94.57	95.56	96.83	91.18	100.00	100.00	100.00	NA	NA	100.00	100.00
OGDHL=HsaEX0044674	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100.00	100.00	100.00	100.00	95.65	100.00	NA	NA	80.95	NA	100.00	95.04	89.47	100.00	100.00	96.14	95.56	100.00	90.91	94.29	93.94	100.00
OGDHL=HsaEX0044675	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	85.92	100.00	80.65	84.00	83.56	NA	88.89	NA	NA	NA	NA	69.05	81.25	76.00	NA	86.96	80.95	61.29	NA	100.00	100.00	100.00
GSTK1=HsaEX0028873	97.94	98.35	97.40	98.15	74.62	74.76	62.86	84.52	94.55	95.37	94.55	93.91	95.34	93.38	95.50	97.23	94.59	94.69	95.34	96.12	95.68	92.18	91.95	95.34	95.69	93.51	96.42	96.86	98.17	97.94	93.90	95.36	97.79	97.35
COL13A1=HsaEX0016314	40.43	NA	NA	NA	42.33	34.56	NA	50.15	51.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MYO5A=HsaEX0041195	29.67	28.65	26.05	33.77	36.95	33.61	43.59	35.63	32.35	29.19	34.75	33.33	50.00	NA	57.14	NA	NA	NA	NA	NA	NA	NA	NA	40.43	NA	NA	NA	38.10	NA	NA	NA	NA	NA	NA
